Property reference number,Address,Postcode,Latitude,Longitude,Ratepayer,Billing Address,Rateable value,VOA code,VOA Description,Liability start date,Reliefs Granted,Discretionary Relief %,Discretionary Relief St Date,Mandatory Relief %,Mandatory Relief Start Date,Exemption_Granted,Exemption Start Date,Empty Rates,Empty Rates Start Date,Full Sbr,Buffer Sbr,Lower Multiplier,Occupied,Empty from
29048710,"Rooms 1 & 2, 47 Bethel Street, Brighouse, HD6 1JR",HD6 1JR,53.70106,-1.78095,,,3400,H031,Hairdressing Salon and Premises,2000-07-30,SBR,,,,,,,,,Y,,,Y,
29048711,"Rooms 6 & 6A, 47 Bethel Street, Brighouse, HD6 1JR",HD6 1JR,53.70106,-1.78095,Piranha Personnel Ltd,,2950,T032,Tattoo Parlour,2019-04-15,SBR,,,,,,,,,,,Y,Y,
29048712,"R/O 25 Bethel Street, Brighouse, HD6 1JR",HD6 1JR,53.70106,-1.78095,,,990,S123,Store And Premises,2016-06-13,EX,,,,,Rateable Value below threshold,2016-06-13,,,,,,N,2016-06-13
29048715,"Adj 27 Bethel Street, Brighouse, HD6 1JR",HD6 1JR,53.70106,-1.78095,,,4500,C106,Cafe and Premises,2002-11-02,SBR,,,,,,,,,Y,,,Y,
29048723,"16 Bethel Street, Brighouse, HD6 1JN",HD6 1JN,53.70126,-1.78048,,,6700,C106,Cafe and Premises,2017-06-18,SBR,,,,,,,,,Y,,,Y,
29048724,"Room 3/3A 1ST Floor, 47 Bethel Street, Brighouse, HD6 1JR",HD6 1JR,53.70106,-1.78095,,,860,S123,Store And Premises,2008-01-31,EX,,,,,Rateable Value below threshold,2008-04-01,,,,,,N,2008-04-01
29048727,"12 Bethel Street, Brighouse, HD6 1JN",HD6 1JN,53.70126,-1.78048,Ed Taylor Limited,,9700,H031,Hairdressing Salon and Premises,2012-03-07,SBR,,,,,,,,,Y,,,Y,
29048728,"Fairway House, 20 Bethel Street, Brighouse, HD6 1JN",HD6 1JN,53.70126,-1.78048,,,10250,O027,Offices and Premises,2016-04-01,SBR,,,,,,,,,Y,,,Y,
29048730,"Room 5 & 7, At 47 Bethel Street, Brighouse, HD6 1JR",HD6 1JR,53.70106,-1.78095,Overgate Hospice Support Ltd,"30 Hullen Edge Road, Elland, HX5 0QY",2600,W024,Workroom And Premises,2018-04-01,SBR DOR,90,2018-04-01,,,,,,,,,Y,Y,
29048732,"Room 4, 47 Bethel Street, Brighouse, HD6 1JR",HD6 1JR,53.70106,-1.78095,Overgate Hospice Support Ltd,"30 Hullen Edge Road, Elland, HX5 0QY",930,S123,Store And Premises,2018-04-01,SBR DOR,90,2020-04-01,,,,,,,,,Y,Y,
29048735,"Room 2 At, 37 Bethel Street, Brighouse, HD6 1JR",HD6 1JR,53.70106,-1.78095,Ryecorn Wholefoods Ltd,"33 Bethel Street, Brighouse, HD6 1JR",1375,O027,Offices and Premises,2019-06-01,SBR,,,,,,,,,,,Y,Y,
29048736,"Room 1 At, 37 Bethel Street, Brighouse, HD6 1JR",HD6 1JR,53.70106,-1.78095,,,2100,O027,Offices and Premises,2019-07-19,SBR,,,,,,,,,,,Y,Y,
29048737,"Rooms 3 & 4, 37 Bethel Street, Brighouse, HD6 1JR",HD6 1JR,53.70106,-1.78095,Ryecorn Wholefoods Ltd,"33 Bethel Street, Brighouse, HD6 1JR",2400,O027,Offices and Premises,2019-06-01,SBR,,,,,,,,,,,Y,Y,
29048738,"22 West Park Street, Brighouse, HD6 1DU",HD6 1DU,53.70136,-1.78083,Direct Card Solutions Ltd,"22 Bethel Street, Brighouse, HD6 1JN",25500,O027,Offices and Premises,2019-07-01,SBR,,,,,,,,,,,Y,Y,
29048739,"5 Bethel Street, Brighouse, HD6 1JR",HD6 1JR,53.70106,-1.78095,The Meze Restaurant Limited,"5 Bethel Street, Brighouse, HD6 1JR",31500,R016,Restaurant And Premises,2016-12-15,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
29052003,"3 Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,,,2550,S035,Shop And Premises,2016-04-01,SBR,,,,,,,,,Y,,,Y,
29052007,"7 Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,,,4050,G009,Garage And Premises,1990-04-01,SBR,,,,,,,,,Y,,,Y,
29052029,"29 Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,,,2125,W027,Workshop And Premises,2019-08-10,EX,,,,,Empty Property - RV < 15000,2020-02-10,,,,,,N,2020-02-10
29052045,"45 Birds Royd Lane, Brighouse, HD6 1NG",HD6 1NG,53.69669,-1.77158,,,4600,S167,Shop and Premises,2016-02-28,SBR,,,,,,,,,Y,,,Y,
29052095,"95 Birds Royd Lane, Brighouse, HD6 1NG",HD6 1NG,53.69669,-1.77158,,,3550,O027,Offices and Premises,1990-04-01,SBR,,,,,,,,,Y,,,Y,
29052700,"Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,Anthony Piccioni,"Birds Royd Lane, Brighouse, HD6 1LQ",28000,F024,Factory and Premises,2016-07-28,SBR,,,,,,,,,,,Y,Y,
29052701,"48 Birds Royd Lane, Brighouse, HD6 1NG",HD6 1NG,53.69669,-1.77158,T P L T Ltd,"83 Ducie Street, Manchester, M1 2JQ",23000,W027,Workshop And Premises,2020-02-01,SBR,,,,,,,,,,,Y,Y,
29052702,"Birds Royd Lane, Brighouse, HD6 1NG",HD6 1NG,53.69669,-1.77158,Younger Homes (Northern) Ltd,"P.O Box 25, Brighouse, HD6 1WR",131000,F024,Factory and Premises,2019-10-01,ER,,,,,,,Y,04/01/2020,,,,N,2020-04-01
29052704,"Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,,,9900,W027,Workshop And Premises,2019-08-10,ER,,,,,,,Y,02/10/2020,,,,N,2020-02-10
29052705,"85 Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,,,15750,F024,Factory and Premises,2011-09-12,SBR,,,,,,,,,,,Y,Y,
29052710,"Unit 1 Birds Royd Mill, Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,Control Valve Services Ltd,"Unit 1 Birds Royd Mill, Birds Royd Lane, Brighouse, HD6 1LQ",25750,W027,Workshop And Premises,2012-05-02,SBR,,,,,,,,,,,Y,Y,
29052711,"Part Princess Works, Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,Avocet Dye & Chemical Co Ltd,,39250,W004,Warehouse And Premises,1992-01-01,SBR,,,,,,,,,,,Y,Y,
29052713,"1a Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,R H & G Travis & Sons Ltd,,4900,W027,Workshop And Premises,1990-04-01,SBR,,,,,,,,,Y,,,Y,
29052715,"Huddersfield Road, Adj 1A Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,Jc Decaux Uk Ltd,"Rates Administrator, 27 Sale Place, London, W2 1YR",1225,A028,Advertising Right and Premises,1996-04-01,SBR,,,,,,,,,,,Y,Y,
29052716,"Adj 3/5 Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,Jc Decaux Uk Ltd,"Rates Administrator, 27 Sale Place, London, W2 1YR",590,A028,Advertising Right and Premises,1998-04-01,SBR,,,,,,,,,,,Y,Y,
29052717,"Part Ground Floor, Royd House, Birds Royd Lane, Brighouse           HD6 1LQ",HD6 1LQ,53.69847,-1.77668,,,2250,S123,Store And Premises,2012-04-01,EX,,,,,Empty Property - RV < 15000,2012-10-01,,,,,,N,2012-10-01
29052719,"Part Ground & Lower Floor, Royd House, Birds Royd Lane, Brighouse           HD6 1LQ",HD6 1LQ,53.69847,-1.77668,,,11250,O027,Offices and Premises,2012-04-01,ER,,,,,,,Y,07/01/2012,,,,N,2012-07-01
29052720,"Johnstone House, Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,G A Valves Sales Ltd,"P.O Box 5, Brighouse, HD6 3UD",41250,W004,Warehouse And Premises,1993-09-15,SBR,,,,,,,,,,,Y,Y,
29052721,"Johnstone House, Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,Golden Anderson Uk Ltd,"Po Box 5, Brighouse, HD6 3UD",10500,F024,Factory and Premises,2014-02-11,SBR,,,,,,,,,,,Y,Y,
29052722,"Part Ground Floor, Royds House, Birds Royd Lane, Brighouse           HD6 1LQ",HD6 1LQ,53.69847,-1.77668,,,2225,O027,Offices and Premises,2013-03-01,EX,,,,,Rateable Value below threshold,2013-06-01,,,,,,N,2013-06-01
29052725,"Part Ground Floor, Royd House, Birds Royd Lane, Brighouse           HD6 1LQ",HD6 1LQ,53.69847,-1.77668,,,5000,O027,Offices and Premises,2012-04-01,ER,,,,,,,Y,04/01/2012,,,,N,2012-04-01
29052730,"Princess Works, Birds Royd Lane, Brighouse, HD6 1LH",HD6 1LH,53.69865,-1.77783,,,3100,W027,Workshop And Premises,2004-01-01,SBR,,,,,,,,,Y,,,Y,
29052731,"Unit 2 Birds Royd Mill, Birds Royd Lane, Brighouse, HD6 1NG",HD6 1NG,53.69669,-1.77158,Engineering & Pipework Services Ltd,"67 Cleckheaton Road, Near Odsal Top, Bradford, BD6 1BG",17250,W027,Workshop And Premises,2011-07-11,SBR,,,,,,,,,,,Y,Y,
29052733,"Princess Works, Birds Royd Lane, Brighouse, HD6 1LH",HD6 1LH,53.69865,-1.77783,Birds Royd Property Co Ltd,"C/O R A S Sports, Princess Works, Bird Royd Lane, Brighouse, HD6 1LJ",5600,W027,Workshop And Premises,2020-01-01,EX,,,,,Qualifying industrial hereditament,2020-01-01,,,,,,N,2020-01-01
29052734,"Unit 1, The Sidings Industrial Park, Birds Royd Lane, Brighouse            HD6 1LQ",HD6 1LQ,53.69847,-1.77668,Howdens Joinery Properties Ltd.,"Ground Floor, Building 8, Croxley Green Business Park, Watford, WD18 8PX",45000,W004,Warehouse And Premises,2003-12-08,SBR,,,,,,,,,,,Y,Y,
29052735,"Office 4 First Floor, Princess Works, Birds Royd Lane, Brighouse            HD6 1LH",HD6 1LH,53.69865,-1.77783,Hepworth International Ltd,"Office 4 1st Floor, Princess Works, Birds Royd Lane, Brighouse, HD6 1LH",3200,O015,Offices,2016-03-07,SBR,,,,,,,,,Y,,,Y,
29052736,"Office 2 Ground Floor, Princess Works, Birds Royd Lane, Brighouse            HD6 1LH",HD6 1LH,53.69865,-1.77783,,,3150,O027,Offices and Premises,2004-01-01,SBR,,,,,,,,,Y,,,Y,
29052739,"Unit 2, The Sidings Industrial Park, Birds Royd Lane, Brighouse            HD6 1LQ",HD6 1LQ,53.69847,-1.77668,Halco (Brighouse) Ltd,"Unit 2, The Sidings Industrial Park, Birds Royd Lane, Brighouse, HD6 1LQ",46500,W027,Workshop And Premises,2020-02-10,SBR,,,,,,,,,,,Y,Y,
29052743,"3C Heywoods Industrial Park, Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,Trinity Property Maintenance Ltd,"3c Heywoods Industrial Park, Birds Royd Lane, Brighouse, HD6 1LQ",7400,W004,Warehouse And Premises,2009-11-02,SBR,,,,,,,,,Y,,,Y,
29052744,"3B Heywoods Industrial Park, Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,Trafficlear Ltd,,8700,W004,Warehouse And Premises,2018-05-04,SBR,,,,,,,,,Y,,,Y,
29052745,"3E Heywoods Industrial Park, Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,,,4700,W004,Warehouse And Premises,2017-06-29,SBR,,,,,,,,,Y,,,Y,
29052747,"Office 3 First Floor, Princess Works, Birds Royd Lane, Brighouse            HD6 1LH",HD6 1LH,53.69865,-1.77783,Birds Royd Property Co Ltd,"C/O R A S Sports, Princess Works, Bird Royd Lane, Brighouse, HD6 1LJ",1700,O015,Offices,2015-04-22,EX,,,,,Empty Property - RV < 15000,2015-07-22,,,,,,N,2015-07-22
29052748,"Office 1 Ground Floor, Princess Works, Birds Royd Lane, Brighouse            HD6 1LH",HD6 1LH,53.69865,-1.77783,,,920,O003,Office,2011-05-01,SBR,,,,,,,,,Y,,,Y,
29052751,"Unit 6, Heywoods Industrial Park, Birds Royd Lane, Brighouse            HD6 1NA",HD6 1NA,53.69612,-1.77225,Enviraclad Ltd,,11750,W004,Warehouse And Premises,2017-09-01,SBR,,,,,,,,,Y,,,Y,
29052752,"Unit 2, Heywood Industrial Estate, Birds Royd Lane, Brighouse            HD6 1NA",HD6 1NA,53.69612,-1.77225,Eurostar Commodities Ltd,,47000,W004,Warehouse And Premises,2018-12-20,SBR,,,,,,,,,,,Y,Y,
29052753,"1ST Floor Royds House, Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,,,14500,O027,Offices and Premises,2015-01-01,ER,,,,,,,Y,03/02/2015,,,,N,2015-03-02
29052754,"2ND Floor Royds House, Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,Royd Developments Ltd,,8700,O027,Offices and Premises,2012-06-30,SBR,,,,,,,,,Y,,,Y,
29052755,"Unit 3A, Heywoods Industrial Park, Birds Royd Lane, Brighouse            HD6 1NA",HD6 1NA,53.69612,-1.77225,Impetus Technologies Ltd,"Po Box 24, Whitchurch, Shropshire, SY13 8XB",11000,O027,Offices and Premises,2011-04-01,SBR,,,,,,,,,Y,,,Y,
29052756,"Unit 3D, Heywoods Industrial Park, Birds Royd Lane, Brighouse            HD6 1NA",HD6 1NA,53.69612,-1.77225,F M N T Trading Ltd,"Forget Me Not Childrens Hosp, Russell House, Fellgreave Road, Huddersfield, HD2 1HH",4650,W004,Warehouse And Premises,2020-03-05,SBR,,,,,,,,,,,Y,Y,
29052760,"Unit 5, Prince Of Wales Mill, Birds Royd Lane, Brighouse            HD6 1LQ",HD6 1LQ,53.69847,-1.77668,Parking Ventilation Equipment Ltd,,11750,S062,Showroom And Premises,2014-05-16,SBR,,,,,,,,,Y,,,Y,
29052761,"Unit 1, Heywoods Industrial Park, Birds Royd Lane, Brighouse            HD6 1NA",HD6 1NA,53.69612,-1.77225,Severn Unival Ltd,,252500,F024,Factory and Premises,2013-04-11,,,,,,,,,,,,,Y,
29052764,"Unit 2, 99/101 Birds Royd Lane, Brighouse, HD6 1NG",HD6 1NG,53.69669,-1.77158,Ramsdens Legal Services Ltd,"Oakley House, 1 Hungerford Road, Edgerton, Huddersfield, HD3 3AL",23750,W027,Workshop And Premises,2016-09-02,SBR,,,,,,,,,,,Y,Y,
29052765,"Unit 3, 99/101 Birds Royd Lane, Brighouse, HD6 1NG",HD6 1NG,53.69669,-1.77158,Ramsdens Legal Services Ltd,"Oakley House, 1 Hungerford Road, Edgerton, Huddersfield, HD3 3AL",13500,O027,Offices and Premises,2016-09-02,SBR,,,,,,,,,,,Y,Y,
29052766,"Manzana Contracts (Uk) Ltd, Unit 1 Birds Royd Works, Birds Royd Lane, Brighouse            HD6 1NG",HD6 1NG,53.69669,-1.77158,Manzana Contracts (Uk) Ltd,,37750,W027,Workshop And Premises,2015-11-01,SBR,,,,,,,,,,,Y,Y,
29052767,"Unit 3 Sidings Business Park, Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,G R Booth Ltd,"Unit 3 Sidings Business Park, Birds Royd Lane, Brighouse, HD6 1LQ",57000,W027,Workshop And Premises,2015-07-01,,,,,,,,,,,,,Y,
29052769,"Part Ground Floor, Hastings House, Birds Royd Lane, Brighouse            HD6 1LQ",HD6 1LQ,53.69847,-1.77668,Hastings O'Loughlin Financial Servuces Ltd,,14750,O016,Offices And Premises,2016-01-01,SBR,,,,,,,,,,,Y,Y,
29052770,"Pt Grd Flr & 1ST Flr, Hastings House, Birds Royd Lane, Brighouse            HD6 1LQ",HD6 1LQ,53.69847,-1.77668,Manrochem Ltd,"Hastings House, Birds Royd Lane, Brighouse, HD6 1LQ",28750,O016,Offices And Premises,2016-01-01,SBR,,,,,,,,,,,Y,Y,
29052771,"Dove House, Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,Venturian Property Holdings Ltd,"1 Mariner Court, Calder Business Park, Wakefield, WF4 3FL",33500,W004,Warehouse And Premises,2018-10-09,ER,,,,,,,Y,04/09/2019,,,,N,2019-04-09
29052772,"Mission Works, Birds Royd Lane, Brighouse, HD6 1LQ",HD6 1LQ,53.69847,-1.77668,Smart Display & Exhibitions Ltd,"Mission Works, Birds Royd Lane, Brighouse, HD6 1LQ",38000,W027,Workshop And Premises,2018-10-09,SBR,,,,,,,,,,,Y,Y,
29056701,"Birkby Lane, Bailiff Bridge, Brighouse, HD6 4JJ",HD6 4JJ,53.72281,-1.77124,Telefonica Uk Ltd,"C/O Colliers International, 12th Floor, Eleven Brindleypla, 2 Brunswick Square, Brindleyplace, Birmingham, B1 2LP",13500,C103,Communication Station and Premises,2018-04-01,SBR,,,,,,,,,,,Y,Y,
29056709,"Vodafone Mast Site No. 35466, Birkby House, Birkby Lane, Brighouse            HD6 4JJ",HD6 4JJ,53.72281,-1.77124,Vodafone Ltd,"C/O Ctil, Rate Acc Management, Colliers Int Rating Uk Llp, 12th Floor, 11 Brindley Place, 2 Brunswick Square, Brindley Place, Birmingham, B1 2LP",12750,C103,Communication Station and Premises,2003-05-01,SBR,,,,,,,,,,,Y,Y,
29056713,"Unit 31 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",HD6 4JJ,53.72281,-1.77124,Blackshaw Holdings Ltd,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",2000,S121,Store,2006-10-01,EX,,,,,Rateable Value below threshold,2006-10-01,,,,,,N,2006-10-01
29056720,"Unit 32 Birkby House, Birkby Lane, Brighouse, HD6 4JJ",HD6 4JJ,53.72281,-1.77124,Blackshaw Holdings Ltd,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1350,S123,Store And Premises,2012-09-18,EX,,,,,Empty Property - RV < 15000,2012-12-18,,,,,,N,2012-12-18
29056726,"Unit 30 Birkby House, Birkby Lane, Brighouse, HD6 4JJ",HD6 4JJ,53.72281,-1.77124,Blackshaw Holdings Ltd,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1975,O027,Offices and Premises,2007-10-03,EX,,,,,Rateable Value below threshold,2007-10-03,,,,,,N,2007-10-03
29056727,"Birkby House, Birkby Lane, Brighouse, HD6 4JJ",HD6 4JJ,53.72281,-1.77124,Brosnans Ltd,"Birkby House, Birkby Lane, Brighouse, HD6 4JJ",20000,O027,Offices and Premises,2006-05-22,SBR,,,,,,,,,,,Y,Y,
29056728,"Bailiff Bridge Bowling Club, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4EN",HD6 4EN,53.72235,-1.77496,Bailiff Bridge Bowling Club,"F.A.O. John Taylor (Treasurer), 38 Bracken Road, Brighouse, HD6 2HX",660,B024,Bowling Club And Premises,2009-04-01,SBR,,,,,,,,,Y,,,Y,
29056734,"Unit 25 Birkby House, Birkby Lane, Brighouse, HD6 4JJ",HD6 4JJ,53.72281,-1.77124,Blackshaw Holdings Ltd,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1550,O027,Offices and Premises,2008-09-01,EX,,,,,Rateable Value below threshold,2008-12-01,,,,,,N,2008-12-01
29056736,"Unit 24 Birkby House, Birkby Lane, Brighouse, HD6 4JJ",HD6 4JJ,53.72281,-1.77124,Blackshaw Holdings Ltd,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1950,O027,Offices and Premises,2016-07-01,EX,,,,,Empty Property - RV < 15000,2016-10-01,,,,,,N,2016-10-01
29056741,"Unit 28 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",HD6 4JJ,53.72281,-1.77124,Blackshaw Holdings Ltd,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1975,O027,Offices and Premises,2014-03-01,EX,,,,,Rateable Value below threshold,2014-06-01,,,,,,N,2014-06-01
29056742,"Unit 29 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",HD6 4JJ,53.72281,-1.77124,Blackshaw Holdings Ltd,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1975,O027,Offices and Premises,2014-03-01,EX,,,,,Rateable Value below threshold,2014-06-01,,,,,,N,2014-06-01
29056749,"Unit 26 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",HD6 4JJ,53.72281,-1.77124,Blackshaw Holdings Ltd,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1975,O027,Offices and Premises,2014-01-15,EX,,,,,Rateable Value below threshold,2014-04-15,,,,,,N,2014-04-15
29056750,"Unit 27 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",HD6 4JJ,53.72281,-1.77124,Blackshaw Holdings Ltd,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1975,O027,Offices and Premises,2014-01-15,EX,,,,,Rateable Value below threshold,2014-04-15,,,,,,N,2014-04-15
29056751,"Unit 22 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",HD6 4JJ,53.72281,-1.77124,Blackshaw Holdings Ltd,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",2000,O027,Offices and Premises,2014-09-24,EX,,,,,Rateable Value below threshold,2014-12-24,,,,,,N,2014-12-24
29056752,"Unit 23 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",HD6 4JJ,53.72281,-1.77124,Craster Rocks Ltd,,4200,O027,Offices and Premises,2018-05-07,SBR,,,,,,,,,Y,,,Y,
29056753,"Unit 21 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",HD6 4JJ,53.72281,-1.77124,Blackshaw Holdings Ltd,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1800,O027,Offices and Premises,2014-09-24,EX,,,,,Rateable Value below threshold,2014-12-24,,,,,,N,2014-12-24
29056754,"Unit 20 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",HD6 4JJ,53.72281,-1.77124,Blackshaw Holdings Ltd,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1600,O027,Offices and Premises,2014-09-24,EX,,,,,Rateable Value below threshold,2014-12-24,,,,,,N,2014-12-24
29064008,"(Unofficial Address), Ground Floor Rhs, 8 Bonegate Road, Brighouse            HD6 1SP",HD6 1SP,53.705,-1.77952,,,2000,O016,Offices And Premises,2019-04-21,SBR,,,,,,,,,,,Y,Y,
29064025,"25 Bonegate Road, Brighouse, HD6 1TQ",HD6 1TQ,53.70597,-1.7828,B D Smith & Co,,2900,O028,Office and Premises,2005-04-01,SBR,,,,,,,,,Y,,,Y,
29064702,"3b Bonegate Road, Brighouse, HD6 1TQ",HD6 1TQ,53.70597,-1.7828,Nature Cameras Ltd,"Fao Mr David Turner, 3b Bonegate Road, Brighouse, HD6 1TQ",5000,S167,Shop and Premises,2005-11-19,SBR,,,,,,,,,Y,,,Y,
29064704,"3A Bonegate Road, Brighouse, HD6 1TQ",HD6 1TQ,53.70597,-1.7828,,,2700,S167,Shop and Premises,2019-07-01,SBR,,,,,,,,,Y,,,Y,
29064705,"Telecommunications Mast, Site Ref  3661, Brighouse, HD6 1SP",HD6 1SP,53.705,-1.77952,Vodafone Ltd,"C/O Ctil, Rate Acc Management, Colliers Int Rating Uk Llp, 12th Floor, 11 Brindley Place, 2 Brunswick Square, Brindley Place, Birmingham, B1 2LP",5800,C103,Communication Station and Premises,1998-01-01,SBR,,,,,,,,,,,Y,Y,
29064706,"(Unofficial Address), 8 Bonegate Road, Brighouse, HD6 1SP",HD6 1SP,53.705,-1.77952,,,5600,O016,Offices And Premises,2019-04-21,SBR,,,,,,,,,Y,,,Y,
29072700,"S/0 14 Bottomley Street, Brighouse, HD6 4AR",HD6 4AR,53.70829,-1.78111,,,1850,S123,Store And Premises,1990-04-01,EX,,,,,Rateable Value below threshold,2008-04-01,,,,,,N,2008-04-01
29078002,"2 Bracken Road, Brighouse, HD6 2HW",HD6 2HW,53.71204,-1.78603,,,470,W027,Workshop And Premises,2014-04-01,SBR,,,,,,,,,Y,,,Y,
29080003,"3 Bradford Road, Brighouse, HD6 1RW",HD6 1RW,53.70222,-1.77935,Brief Encounter Brighouse Ltd,,7900,S167,Shop and Premises,2017-10-01,SBR,,,,,,,,,Y,,,Y,
29080005,"5 Bradford Road, Brighouse, HD6 1RW",HD6 1RW,53.70222,-1.77935,W B H Lord & Sons Ltd,"78 Commercial Street, Brighouse, HD6 1AQ",16750,S167,Shop and Premises,1990-04-01,DRR SBR,100,2020-05-11,,,,,,,,,Y,Y,
29080006,"6 Bradford Road, Brighouse, HD6 1RW",HD6 1RW,53.70222,-1.77935,F & M Restaurants Ltd,,22000,R034,Restaurant and Premises,2019-06-18,DWR,100,2020-02-10,,,,,,,,,,Y,
29080009,"Brighouse Civic Hall, 9 Bradford Road, Brighouse, HD6 1RW",HD6 1RW,53.70222,-1.77935,Director Of Safer & Stronger Communities,"Leisure Services, Westgate House, Westgate, Halifax, HX1 1PS",42250,C046,Civic Hall And Premises,1990-04-01,SBR,,,,,,,,,,,Y,Y,
29080010,"10 Bradford Road, Brighouse, HD6 1RW",HD6 1RW,53.70222,-1.77935,Enduring Enterprises Ltd,"C/O Jones Lang Lasalle, Austin House, Stannard Place, St Crispins Road, Norwich, NR3 1YF",12250,O027,Offices and Premises,2006-12-13,EX,,,,,Listed Building,2006-12-13,,,,,,N,2006-12-13
29080012,"12 Bradford Road, Brighouse, HD6 1RW",HD6 1RW,53.70222,-1.77935,Natwest Bank Plc,"Po Box 6079, Wolverhampton, WV1 9RA",19500,B008,Bank And Premises,1990-04-01,SBR,,,,,,,,,,,Y,Y,
29080013,"15 Bradford Road, Brighouse, HD6 1RW",HD6 1RW,53.70222,-1.77935,Moo Boutique Yorkshire Ltd,,10250,S167,Shop and Premises,2016-11-30,SBR,,,,,,,,,Y,,,Y,
29080016,"16 Bradford Road, Brighouse, HD6 1RW",HD6 1RW,53.70222,-1.77935,Clydesdale Bank Plc,"C/O Cushman & Wakefield, National Rating Team, St Paul's House, 23 Park Square South, Leeds, LS1 2ND",30000,B008,Bank And Premises,1990-04-01,SBR,,,,,,,,,,,Y,Y,
29080017,"17 Bradford Road, Brighouse, HD6 1RW",HD6 1RW,53.70222,-1.77935,Brighouse Bid Limited,,8500,S167,Shop and Premises,2019-08-01,SBR,,,,,,,,,Y,,,Y,
29080019,"19 Bradford Road, Brighouse, HD6 1RW",HD6 1RW,53.70222,-1.77935,,,11250,S167,Shop and Premises,2018-11-13,SBR,,,,,,,,,,,Y,Y,
29080020,"20 Bradford Road, Brighouse, HD6 1RW",HD6 1RW,53.70222,-1.77935,Park Row Hair & Beauty Ltd,,13750,H031,Hairdressing Salon and Premises,2015-04-01,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
29080021,"21 Bradford Road, Brighouse, HD6 1RW",HD6 1RW,53.70222,-1.77935,,,11250,S167,Shop and Premises,2013-11-06,SBR,,,,,,,,,Y,,,Y,
29080023,"23 Bradford Road, Brighouse, HD6 1RW",HD6 1RW,53.70222,-1.77935,,,2250,O027,Offices and Premises,1994-06-01,SBR,,,,,,,,,Y,,,Y,
